year,developer,price
2012,Trendy Entertainment,3.99
2012,BUGBEAR,9.99
2012,Longbow Games,14.99
2012,Cyanide,9.99
2012,Dovetail Games,12.99
2012,David Williamson,6.99
2012,Trendy Entertainment,1.99
2012,TAO,Free Demo
2012,BitSits Games,Free Demo
2014,Serious Brothers,19.99
2012,TikGames,6.99
2012,b-Alive,5.99
2012,Piranha Bytes,9.99
2012,Trendy Entertainment,3.99
2012,Piranha Bytes,1.99
2012,Piranha Bytes,4.99
2012,Devil's Details,14.99
2012,Love Conquers All Games,9.99
2012,Signal Studios,9.99
2012,Love Conquers All Games,4.99
2012,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",5.99
2012,Volition,2.99
2012,Dovetail Games,19.99
2012,Days of Wonder,1.99
2012,Colossal Order Ltd.,4.99
2012,Coreplay GmbH,4.99
2010,Croteam,19.99
2012,Croteam,4.99
2012,HeR Interactive,19.99
2012,Black Market Games,3.99
2012,Dovetail Games,8.99
2012,Dovetail Games,12.99
2012,Slant Six Games,29.99
2012,Sigma Team Inc.,9.99
2012,Positech Games,9.99
2012,Giants Software,6.99
2012,Days of Wonder,5.99
2012,Days of Wonder,9.99
2012,virtualRailroads,19.99
2012,Dovetail Games,3.99
2012,Nihon Falcom,19.99
2012,Trendy Entertainment,1.99
2012,Rockstar Studios,14.99
2012,Rockstar Studios,19.99
2012,Devil's Details,1.99
2012,Devil's Details,1.99
2012,Eden Industries,0.99
2012,"Standing Stone Games, LLC",Play for Free!
2012,Cipher Prime Studios,9.99
2012,BlinkWorks Media,9.99
2012,Fatshark,14.99
2012,TT Games,19.99
2012,Airtight Games,2.99
2012,Nexon,Free to Play
2012,Rebellion,7.99
2012,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",14.99
2012,Zeboyd Games,4.99
2012,Daedalic Entertainment,19.99
2012,"Standing Stone Games, LLC",34.99
2012,"Standing Stone Games, LLC",Play for Free!
2012,"Ubisoft Paris,Red Storm Entertainment",19.99
2012,Paradox Development Studio,1.99
2012,Paradox Development Studio,9.99
2012,Airtight Games,8.99
2012,Hi-Rez Studios,Free to Play
2012,Tripwire Interactive,4.99
2002,Larian Studios,5.99
2012,Paradox Development Studio,1.99
2012,"WXP Games, LLC",1.99
2012,Sakari Indie &amp; GriN,6.99
2012,Trendy Entertainment,3.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Grey Havens,39.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,Limbic Entertainment GmhH,9.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",0.99
2012,"Capcom U.S.A., Inc.",12.99
2012,"Capcom U.S.A., Inc.",2.99
2012,"Capcom U.S.A., Inc.",2.99
2012,Overhaul Games,14.99
2012,Sidhe,2.99
2012,KING Art,9.99
2012,Paradox Development Studio,0.99
2012,KING Art,19.99
2012,Paradox Development Studio,1.99
2012,"Capcom U.S.A., Inc.",12.99
2012,Misfits Attic,9.99
2012,Tennen-sozai,5.99
2012,Misfits Attic,2.99
2012,Tennen-sozai,5.99
2012,Days of Wonder,1.99
2012,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd.",9.99
2012,Dovetail Games,12.99
2012,United Front Games,2.99
2012,Dovetail Games,8.99
2012,Tripwire Interactive,4.99
2012,Robot Entertainment,4.99
2012,Dovetail Games,8.99
2012,Double Fine Productions,14.99
2012,United Front Games,1.99
2012,United Front Games,1.99
2012,Fishlabs Entertainment GmbH,7.99
2012,Valve,14.99
2005,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",9.99
2010,Soldak Entertainment,9.99
2012,Big Robot Ltd,1.99
2012,Dovetail Games,19.99
2012,Digital Train Model,7.99
2012,Digital Train Model,7.99
2012,"Monolith Productions, Inc.",0.99
2012,"Monolith Productions, Inc.",3.99
2012,"Monolith Productions, Inc.",6.99
2012,"Monolith Productions, Inc.",3.99
2012,"Monolith Productions, Inc.",5.99
2012,Eyebrow Interactive,9.99
2012,"Monolith Productions, Inc.",2.99
2012,"Monolith Productions, Inc.",1.99
2012,"Monolith Productions, Inc.",9.99
2012,"Monolith Productions, Inc.",0.99
2012,"Monolith Productions, Inc.",2.99
2012,"Monolith Productions, Inc.",5.99
2012,"Monolith Productions, Inc.",1.49
2012,"Monolith Productions, Inc.",1.99
2012,Freebird Games,4.99
2012,"Rocksteady Studios,Feral Interactive (Mac)",19.99
2011,Freebird Games,9.99
2012,Aleksey Abramenko,9.99
2012,"Monolith Productions, Inc.",29.99
2012,Capybara Games,6.99
2012,Paradox Interactive,4.99
2012,Bohemia Interactive,8.99
2012,Blit Software,7.99
2012,Stainless Games,4.99
2012,Ronimo Games,2.49
2012,Ronimo Games,2.49
2012,Ronimo Games,2.49
2012,Ronimo Games,2.49
2012,Ronimo Games,1.49
2012,Ronimo Games,2.49
2012,Limbic Entertainment GmbH,9.99
2012,Slant Six Games,1.99
2012,Slant Six Games,1.99
2012,Slant Six Games,1.99
2012,Slant Six Games,9.99
2012,Slant Six Games,4.99
2012,Slant Six Games,9.99
2012,Frogwares,19.99
2012,Edelweiss,7.99
2012,Bohemia Interactive,32.99
2012,Pilgway,99.99
2012,Gaijin Games,5.99
2012,Data Realms,19.99
2012,City Interactive,2.99
2012,Gaijin Games,9.99
2012,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Ubisoft - San Francisco,2.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Ratloop Asia,4.99
2012,id Software,19.99
2012,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
2012,United Front Games,3.99
2012,United Front Games,1.99
2012,Trendy Entertainment,1.99
2012,Paradox Interactive,0.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,7.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,7.99
2012,Ubisoft - San Francisco,7.99
2012,Ubisoft - San Francisco,11.99
2012,Ubisoft - San Francisco,7.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,29.99
2012,Daedalic Entertainment,19.99
2012,2x2 Games,19.99
2012,Lukewarm Media,7.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Black Forest Games,14.99
2012,"Haemimont Games,Feral Interactive (Mac)",2.99
2012,Zeal Game Studio,9.99
2012,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",4.99
2012,Dennaton Games,9.99
2012,United Front Games,3.99
2012,United Front Games,1.99
2012,Fatshark,2.99
2012,Muse Games,4.99
2006,Monolith,14.95
2004,Larian Studios,5.99
2012,Arrowhead Game Studios,0.99
2012,Larian Studios,19.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2003,Running With Scissors,9.99
2012,Codemasters Birmingham,14.99
2012,Daedalic Entertainment,19.99
2012,Camel101 LLC,14.99
2012,Reloaded Productions,29.99
2012,Stainless Games,2.99
2012,Team17 Digital Ltd,4.99
2012,Positech Games,5.99
2012,Digital Reality,9.99
2012,Ankama,9.99
2012,Neko Entertainment,7.99
2012,Bohemia Interactive,12.99
2012,Acquire,0.99
2012,Acquire,0.99
2012,Acquire,0.99
2012,Treyarch,59.99
2012,United Front Games,2.99
2012,United Front Games,2.99
2012,Codemasters Birmingham,0.99
2012,United Front Games,1.99
2012,Codemasters Birmingham,0.99
2012,Codemasters Birmingham,0.99
2012,Codemasters Birmingham,0.99
2012,Codemasters Birmingham,0.99
2004,I-deal Games,6.99
2012,Io-Interactive A/S,0.99
2012,Io-Interactive A/S,0.99
2012,Io-Interactive A/S,0.99
2012,Io-Interactive A/S,0.99
2012,Io-Interactive A/S,0.99
2012,Io-Interactive A/S,0.99
2012,The Sims Studio,19.99
2012,The Sims Studio,19.99
2012,The Sims Studio,19.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Stainless Games,0.99
2012,Team17 Digital Ltd,4.99
2012,Dovetail Games,6.99
2012,IonFx,14.99
2012,Curve Studios,3.99
2012,Core Design,6.99
2012,Curve Studios,9.99
2005,SimBin Studios AB,7.99
2012,N3V Games,19.99
2012,KING Art,19.99
2012,Wormwood Studios,9.99
2012,Zeal Game Studio,4.99
2012,Zeal Game Studio,0.99
2012,NEXON Korea Corp.,Free to Play
2012,Spry Fox LLC,9.99
2003,Crystal Dynamics,6.99
2012,Crystal Dynamics,6.99
2001,Crystal Dynamics,6.99
2012,Digital Train Model,6.99
2012,Reality Pump,19.99
2012,Ubisoft Montreal,4.99
2012,Gaming Minds,4.99
2012,Ubisoft - San Francisco,7.99
2012,Daedalic Entertainment,9.99
2012,Ubisoft - San Francisco,2.99
2012,SEGA,7.99
2011,Thomson Interactive,19.99
2012,Mind Over Matter Studios,3.99
2012,Paradox Development Studio,0.99
2012,Paradox Development Studio,0.99
2012,id Software,4.99
2012,"Haemimont Games,Feral Interactive (Mac)",2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ubisoft - San Francisco,2.99
2012,Ascaron,14.99
2012,Dovetail Games,19.99
2012,Cipher Prime Studios,2.99
2013,MumboJumbo,13.99
2013,Codemasters Birmingham,4.99
2013,Codemasters Birmingham,4.99
2013,DnS Development,9.99
2013,Codemasters Birmingham,4.99
2013,Team17 Digital Ltd,2.99
2013,Dovetail Games,19.99
2013,Subatomic Studios LLC,9.99
2013,Studio X Labs,6.99
2013,"Ironclad Games,Stardock Entertainment",9.99
2013,Positech Games,5.99
2013,Ubisoft - San Francisco,2.99
2013,Mind Over Matter Studios,3.99
2013,The Farm 51,69.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Apus Software,Three Donkeys LLC",9.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,Born Ready Games Ltd.,9.99
2013,Born Ready Games Ltd.,19.99
2013,Double Fine Productions,14.99
2013,NAMCO,19.99
2013,Dennaton Games,9.99
2013,Ninja Theory,29.99
2013,"Hidden Path Entertainment, Inc.",4.99
2013,Cadenza Interactive,9.99
2013,Internal Games,4.99
2013,Colossal Order Ltd.,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,"Capcom U.S.A., Inc.",0.99
2013,"Capcom U.S.A., Inc",0.99
2013,"Capcom U.S.A., Inc",0.99
2013,Focus Home Interactive,9.99
2013,"Capcom U.S.A., Inc",0.99
2013,"Capcom U.S.A., Inc.",19.99
2013,Mind Over Matter Studios,3.99
2013,Megadev,6.99
2013,Haemimont Games,24.99
2013,"Arcen Games, LLC",14.99
2013,Jet Set Games,1.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Paradox Development Studio,19.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,"Ubisoft Paris,Red Storm Entertainment",9.99
2013,PV Games,29.99
2013,Ubisoft - San Francisco,7.99
2013,Degica,19.99
2013,The Sims Studio,19.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ubisoft - San Francisco,2.99
2013,Ninja Theory,8.99
2013,Ubisoft - San Francisco,7.99
2013,Geoff Keighley,1.99
2013,"Standing Stone Games, LLC",9.99
2013,Curve Studios,2.99
2013,"Radial Games Corp,Dejobaan Games, LLC",9.99
2013,Colin Northway with art by Thomas Shahan,9.99
2013,Enigma SP,9.99
2013,Cyanide Montreal,1.99
2013,24 Caret Games,9.99
2013,KrossRails,39.99
2013,"Redlynx Ltd,Ubisoft  Shanghaï",19.99
2013,Ankama Play,4.99
2013,Carbon Games,19.99
1997,Running With Scissors,1.99
2013,Capcom,29.99
2013,Capcom,3.99
2013,Zeptolab UK Limited,4.99
2013,Born Ready Games Ltd.,2.99
2013,"Sean Han Tani,Joni Kittaka",9.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,Treyarch,0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",3.99
2013,Shiro Games,9.99
2013,"Eric Chahi,DotEmu",9.99
2013,virtualRailroads,19.99
2013,Geniaware Srl,14.99
2013,Artifice Studio,Free
2013,Digital Traction,19.99
2013,Zeroscale,1.99
2013,3 Sprockets,7.99
2013,Lukewarm Media,0.99
2013,Ronimo Games,2.49
2013,Treyarch,1.99
2013,Treyarch,1.99
2013,Treyarch,1.99
2013,Dovetail Games,19.99
2013,Treyarch,1.99
2013,Minority Media Inc.,5.99
2013,Minority Media Inc.,14.99
2013,Treyarch,1.99
2013,Bossa Studios,9.99
2013,Coreplay GmbH,1.99
2013,Square Enix,29.99
2013,Old School Games,9.99
2013,Snowbird Games,19.99
2013,Southend,1.99
2013,Paradox Development Studio,1.99
2013,The Farm 51,3.99
2013,Paradox Development Studio,1.99
2013,Spiders,14.99
2013,Telltale Games,4.99
2013,Zero Sum Games,29.99
2013,Adam Foster,Free
2013,Coffee Stain Studios,14.99
2013,Crocodile Entertainment,2.99
2017,Treexy,39.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,Ronimo Games,4.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",3.99
2013,MeshTools,19.99
2013,Abbey Games,9.99
2013,Treyarch,14.99
1983,Digital Leisure Inc.,9.99
2013,Point Five Projects,4.99
2013,Born Ready Games Ltd.,6.99
2013,Lukewarm Media,0.99
2013,Capcom,29.99
2013,Degica,19.99
2013,Paradox Development Studio,1.99
2013,Paradox Development Studio,1.99
2013,Paradox Development Studio,14.99
2013,Gearbox Software,29.99
2013,Gearbox Software,29.99
2013,Gearbox Software,29.99
2013,Ubisoft - San Francisco,2.99
2013,Gearbox Software,29.99
2013,Enterbrain,4.99
2013,DONTNOD Entertainment,29.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",0.99
2013,Capcom,1.99
2013,Capcom,1.99
2013,Candygun Games,1.99
2013,"Ironclad Games,Stardock Entertainment",4.99
2013,Degica,6.99
2013,March Entertainment,2.99
2013,BlueGiant Interactive,1.99
2013,Dovetail Games,19.99
2013,Actalogic,9.99
2013,Zeboyd Games,4.99
2013,Mousechief,19.99
2013,Nival,9.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,MeshTools,7.99
2013,Ronimo Games,2.49
2013,"Arcen Games, LLC",4.99
2013,G-TraX,19.99
2013,Gearbox Software,29.99
2013,G-TraX,19.99
2013,Ronimo Games,2.49
2013,Behold Studios,9.99
2013,Iron Galaxy Studios,14.99
2013,Team17 Digital Ltd,4.99
2013,Stainless Games,0.99
2013,Paradox Development Studio,1.99
2013,Paradox Development Studio,1.99
2013,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",4.99
2013,Paradox Development Studio,1.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",9.99
2013,City Interactive,3.99
2013,The Sims Studio,19.99
2013,Coffee Stain Studios,4.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",19.99
2013,Stainless Games,1.99
2013,Stainless Games,1.99
2013,Stainless Games,0.99
2013,Enigma SP,1.99
2013,Gearbox Software,0.99
2013,Gearbox Software,0.99
2013,Gearbox Software,0.99
2013,Gearbox Software,0.99
2013,Stainless Games,0.99
2013,Gearbox Software,0.99
2013,Stainless Games,0.99
2013,Gearbox Software,0.99
2013,Gearbox Software,0.99
2013,Gearbox Software,0.99
2013,"NetherRealm Studios,High Voltage Software",19.99
2013,Gearbox Software,0.99
2013,"Gravity, Inc.",14.99
2013,"Gravity, Inc.",16.99
2013,Ian Campbell,4.99
2013,Tripwire Interactive,4.99
2013,Tripwire Interactive,7.99
2013,Tripwire Interactive,7.99
2013,Dragonfly,Free to Play
2013,Realmforge Studios,9.99
2013,Nadeo,19.99
1997,General Arcade,9.99
2013,Square Enix,11.99
2013,Geniaware Srl,4.99
2013,Dovetail Games,19.99
2013,"Codemasters Racing,Feral Interactive (Mac)",5.99
2013,Giants Software,14.99
2013,"Firaxis Games,Aspyr (Mac, Linux)",29.99
2013,Gaijin Games,0.99
2013,Two Tribes,14.99
2013,Gaijin Games,9.99
2013,Old School Games,9.99
2013,Gaijin Games,5.99
2013,KING Art,24.99
2013,Ludosity,9.99
2013,Gearbox Software,29.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,"Codemasters Racing,Feral Interactive (Mac)",4.99
2013,Dragonfly,9.99
2013,Harebrained Schemes,14.99
2013,Games Distillery s.r.o.,14.99
2013,Ronimo Games,4.99
2013,Enigma SP,1.99
2013,Zen Studios,9.99
2013,Paradox Development Studio,1.99
2013,Crafty Studios,14.99
2013,17-BIT,9.99
2013,Paradox Development Studio,1.99
2013,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)",4.99
2013,Colossal Order Ltd.,4.99
2013,MercurySteam - Climax Studios,29.99
2013,Colossal Order Ltd.,4.99
2013,Star Gem Inc.,79.99
2013,Star Gem Inc.,49.99
2013,Star Gem Inc.,19.99
2013,Zen Studios,2.99
2013,Interceptor Entertainment,14.99
2013,Geniaware Srl,1.99
2013,Dovetail Games,8.99
2013,Pwnee Studios,9.99
2013,Treyarch,14.99
2013,Fakt Software,2.99
2011,Eagle Dynamics SA,39.99
2010,Eagle Dynamics SA,39.99
2012,Eagle Dynamics SA,29.99
2012,Eagle Dynamics SA,19.99
2013,Eagle Dynamics SA,9.99
2013,Cockroach Inc.,4.99
2013,Larian Studios,39.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,Megadev,2.99
2013,Threaks,9.99
2012,"CINEMAX, s.r.o.",9.99
2013,Paradox Development Studio,3.99
2013,Paradox Development Studio,6.99
2013,Paradox Development Studio,5.0
2013,Paradox Development Studio,9.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,Arkane Studios,4.99
2013,WayForward,14.99
2013,Paradox Development Studio,4.99
2013,exosyphen studios,1.99
2013,Dovetail Games,19.99
2013,Team17 Digital Ltd,24.99
2013,Gaijin Entertainment,29.99
2013,Full Control Studios,1.99
2013,"Haemimont Games,Feral Interactive (Mac)",2.99
2013,Colossal Order Ltd.,4.99
2013,Full Control Studios,24.99
2013,Michael Todd Games,7.99
2013,Dovetail Games,19.99
2013,DONTNOD Entertainment,3.99
2013,Dovetail Games,19.99
2013,Spark Unlimited,24.99
2013,"Double Eleven,Q-Games Ltd.",9.99
2013,Deep Silver Volition,2.99
2013,Deep Silver Volition,2.99
2013,Spark Unlimited,39.99
2013,Firaxis Games,4.99
1984,Digital Leisure Inc.,9.99
2013,Lukewarm Media,0.99
2013,"Arcen Games, LLC",2.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2015,Witch Beam,14.99
2013,Might and Delight,9.99
2013,Geeta Games,9.99
2014,Chainsawesome Games,9.99
2013,Dumb and Fat Games,2.99
2013,Dovetail Games,19.99
2013,Colossal Order Ltd.,2.99
2013,Greenheart Games,9.99
2013,Zombie Studios,14.99
2013,Zombie Studios,14.99
2013,Zombie Studios,14.99
2013,Zombie Studios,14.99
2013,Zombie Studios,14.99
2013,Zombie Studios,14.99
2013,Zombie Studios,19.99
2013,Zombie Studios,9.99
2013,Priority Interrupt,7.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",4.99
2013,"Gearbox Software,Aspyr (Mac &amp; Linux)",0.99
2013,Red Barrels,19.99
2013,Santa Ragione,14.99
2013,"SEGA Studios Australia,Feral Interactive (Mac)",14.99
2013,Stardock Entertainment,2.99
2013,Dovetail Games,19.99
2013,Coffee Stain Studios,4.99
2013,777 Studios,14.99
2013,Deep Silver Volition,2.99
2013,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",1.99
2013,inner seas,4.99
2013,Colossal Order Ltd.,3.99
2013,Runewaker,Free to Play
2013,Stainless Games,0.99
2013,Milestone S.r.l.,1.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2013,Stainless Games,0.99
2008,ARTDINK,19.99
2013,Stainless Games,4.99
2013,Zachtronics,14.99
2013,Impromptu Games,9.99
2013,Reppo,19.99
2013,Phoenix Online Studios,14.99
2013,"Mediatonic,The Irregular Corporation",14.99
2013,Belsimtek,49.99
2013,"Haemimont Games,Feral Interactive (Mac)",2.99
2013,SCS Software,9.99
2012,North of Earth,9.99
2013,FreakZone Games,4.99
2013,Zootfly,4.99
2013,Saibot Studios,9.99
2013,exosyphen studios,4.99
2013,Tate Multimedia,6.99
2013,Paradox Development Studio,4.99
2013,"Mine Loader Software Co., Ltd.",9.99
2013,Pieces Interactive,2.49
